Application_ID,Application_Date,Age,Monthly_Income,Employment_Type,Employment_Years,Credit_Score,Existing_Debt,Requested_Amount,Loan_Term_Months,Previous_Defaults,Previous_Applications,Residential_Status,Region,Debt_to_Income,Application_Status
APP102012,2025-05-03,32,30609.0,Permanent,19.0,708,173462.0,52740.0,36,0,2,Own,Free State,0.472,Approved
APP102013,2025-05-03,47,26516.0,Permanent,11.0,728,91510.0,37110.0,24,1,2,Other,Free State,0.288,Declined
APP102014,2025-05-03,28,49849.0,Temporary,3.0,728,59838.0,52707.0,60,0,2,Own,KwaZulu-Natal,0.1,Approved
APP102015,2025-05-03,45,14305.0,Self-employed,4.0,695,55326.0,98146.0,72,0,4,Living with family,Limpopo,0.322,Approved
APP102016,2025-05-03,24,9842.0,Permanent,25.0,679,110767.0,49759.0,24,1,1,Own,Western Cape,0.938,Declined
APP102017,2025-05-03,53,14753.0,Contract,35.0,601,20800.0,57171.0,24,0,2,Rent,Gauteng,0.117,Approved
APP102018,2025-05-03,21,39644.0,Permanent,15.0,646,57169.0,50028.0,60,0,1,Own,Gauteng,0.12,Cancelled
APP102019,2025-05-03,39,6585.0,Permanent,4.0,667,65515.0,45509.0,36,0,2,Rent,North West,0.829,Approved
APP102020,2025-05-03,51,5771.0,Permanent,25.0,636,36437.0,85131.0,36,0,2,Own,Northern Cape,0.526,Pending
APP102021,2025-05-03,36,18907.0,Permanent,18.0,521,40496.0,49684.0,60,0,1,Own,Gauteng,0.178,Approved
APP102022,2025-05-03,34,14111.0,Permanent,5.0,664,12408.0,185834.0,36,0,2,Rent,Free State,0.073,Declined
APP102023,2025-05-03,25,18077.0,Contract,23.0,636,28972.0,68091.0,48,0,3,Living with family,Free State,0.134,Approved
APP102024,2025-05-03,61,30274.0,Contract,30.0,630,6787.0,35004.0,48,2,1,Own,Western Cape,0.019,Declined
APP102025,2025-05-03,46,13283.0,Permanent,30.0,683,77073.0,72952.0,12,0,1,Own,Eastern Cape,0.484,Approved
APP102026,2025-05-03,48,6425.0,Permanent,6.0,681,49697.0,110350.0,60,0,1,Own,Northern Cape,0.645,Pending
APP102027,2025-05-04,22,55414.0,Permanent,9.0,730,40420.0,64812.0,48,0,1,Living with family,Free State,0.061,Approved
APP102028,2025-05-04,26,10401.0,Permanent,21.0,684,55348.0,42194.0,24,0,1,Living with family,Northern Cape,0.443,Declined
APP102029,2025-05-04,29,10053.0,Temporary,13.0,611,57266.0,36020.0,72,0,0,Living with family,KwaZulu-Natal,0.475,Declined
APP102030,2025-05-04,53,33030.0,Contract,27.0,739,34161.0,85153.0,36,0,0,Own,Limpopo,0.086,Approved
APP102031,2025-05-04,61,14569.0,Temporary,21.0,753,14738.0,90402.0,72,0,1,Own,Gauteng,0.084,Approved
APP102032,2025-05-04,45,17383.0,Contract,31.0,638,67027.0,138254.0,48,0,1,Own,Northern Cape,0.321,Approved
APP102033,2025-05-04,33,23474.0,Permanent,10.0,734,20375.0,35895.0,48,0,3,Rent,Western Cape,0.072,Approved
APP102034,2025-05-04,29,32666.0,Permanent,13.0,652,59554.0,74110.0,72,0,2,Own,Gauteng,0.152,Approved
APP102035,2025-05-04,33,14984.0,Permanent,30.0,726,128360.0,40365.0,60,0,2,Rent,Mpumalanga,0.714,Approved
APP102036,2025-05-04,51,41527.0,Permanent,3.0,739,185800.0,77625.0,72,0,2,Own,Western Cape,0.373,Approved
APP102037,2025-05-04,61,5560.0,Self-employed,21.0,593,60996.0,27718.0,24,1,1,Own,Limpopo,0.914,Approved
APP102038,2025-05-04,31,27337.0,Permanent,28.0,745,35134.0,156124.0,72,0,0,Rent,Limpopo,0.107,Declined
APP102039,2025-05-04,24,11343.0,Permanent,34.0,643,30803.0,18358.0,48,0,3,Own,Eastern Cape,0.226,Approved
APP102040,2025-05-04,54,38287.0,Contract,12.0,669,59015.0,36456.0,24,0,3,Own,Free State,0.128,Approved
APP102041,2025-05-04,58,19463.0,Self-employed,19.0,723,9512.0,78049.0,36,0,0,Own,Free State,0.041,Declined
APP102042,2025-05-04,24,12432.0,Permanent,18.0,621,23642.0,38284.0,36,2,0,Rent,Limpopo,0.158,Approved
APP102043,2025-05-05,58,25918.0,Contract,14.0,714,24457.0,39050.0,36,1,0,Rent,Mpumalanga,0.079,Pending
APP102044,2025-05-05,39,29419.0,Permanent,25.0,653,62500.0,107710.0,72,0,0,Rent,KwaZulu-Natal,0.177,Approved
APP102045,2025-05-05,26,25621.0,Permanent,19.0,606,43040.0,10940.0,72,0,2,Living with family,Eastern Cape,0.14,Declined
APP102046,2025-05-05,54,10217.0,Permanent,35.0,688,50905.0,20669.0,12,0,2,Rent,Western Cape,0.415,Pending
APP102047,2025-05-05,38,13793.0,Permanent,5.0,734,40768.0,32966.0,60,0,1,Own,Western Cape,0.246,Approved
APP102048,2025-05-05,33,17960.0,Permanent,14.0,648,37748.0,32729.0,36,0,1,Own,Western Cape,0.175,Approved
APP102049,2025-05-05,61,17596.0,Permanent,3.0,564,57450.0,117034.0,12,1,0,Rent,Gauteng,0.272,Declined
APP102050,2025-05-05,43,27187.0,Contract,5.0,616,78631.0,93369.0,12,0,2,Living with family,Western Cape,0.241,Declined
APP102051,2025-05-05,39,5943.0,Self-employed,1.0,587,105737.0,75877.0,60,0,2,Rent,North West,1.483,Declined
APP102052,2025-05-05,65,21634.0,Permanent,35.0,811,44042.0,156150.0,36,0,3,Other,KwaZulu-Natal,0.17,Pending
APP102053,2025-05-05,31,15346.0,Contract,14.0,574,104419.0,10000.0,60,0,1,Rent,KwaZulu-Natal,0.567,Declined
APP102054,2025-05-05,21,11350.0,Permanent,11.0,469,160596.0,72657.0,72,0,2,Living with family,Mpumalanga,1.179,Declined
APP102055,2025-05-05,44,11965.0,Permanent,6.0,611,27659.0,221098.0,60,0,4,Own,North West,0.193,Declined
APP102056,2025-05-05,27,15997.0,Contract,21.0,654,84774.0,86272.0,48,0,3,Own,Gauteng,0.442,Approved
APP102057,2025-05-05,45,5000.0,Permanent,7.0,642,28538.0,35738.0,72,0,0,Rent,Limpopo,0.476,Declined
APP102058,2025-05-05,41,12239.0,Permanent,10.0,653,120208.0,105995.0,60,0,2,Rent,Eastern Cape,0.818,Declined
APP102059,2025-05-05,35,11119.0,Self-employed,1.0,544,52311.0,70567.0,12,0,1,Rent,Eastern Cape,0.392,Declined
APP102060,2025-05-06,21,24129.0,Permanent,29.0,645,32864.0,73745.0,36,0,2,Rent,Western Cape,0.114,Approved
APP102061,2025-05-06,32,11557.0,Temporary,3.0,566,21763.0,39128.0,60,0,1,Own,Eastern Cape,0.157,Approved
APP102062,2025-05-06,27,15992.0,Permanent,24.0,708,28462.0,185272.0,12,0,0,Living with family,Gauteng,0.148,Approved
APP102063,2025-05-06,35,42040.0,Permanent,20.0,554,39733.0,180868.0,36,0,0,Rent,Limpopo,0.079,Declined
APP102064,2025-05-06,41,31102.0,Permanent,,634,110607.0,62580.0,24,0,1,Own,Free State,0.296,Approved
APP102065,2025-05-06,39,29566.0,Permanent,8.0,580,35480.0,52560.0,72,0,0,Own,Eastern Cape,0.1,Approved
APP102066,2025-05-06,49,13673.0,Permanent,7.0,711,31380.0,123160.0,12,0,2,Rent,North West,0.191,Approved
APP102067,2025-05-06,45,24265.0,Contract,4.0,605,186093.0,33218.0,72,0,2,Own,Gauteng,0.639,Declined
APP102068,2025-05-06,53,15827.0,Permanent,27.0,561,32624.0,40622.0,24,1,1,Living with family,Western Cape,0.172,Declined
APP102069,2025-05-06,52,16160.0,Permanent,1.0,719,17836.0,108759.0,72,0,1,Living with family,Gauteng,0.092,Approved
APP102070,2025-05-06,55,22549.0,Permanent,20.0,491,15055.0,67328.0,72,0,3,Own,North West,0.056,Declined
APP102071,2025-05-06,64,12962.0,Permanent,7.0,692,24958.0,163450.0,72,1,0,Living with family,Gauteng,0.16,Cancelled
APP102072,2025-05-06,58,40916.0,Contract,33.0,665,44896.0,39214.0,24,0,1,Rent,Mpumalanga,0.091,Approved
APP102073,2025-05-06,46,16483.0,Contract,22.0,829,45991.0,35254.0,48,0,1,Own,Limpopo,0.233,Approved
APP102074,2025-05-06,31,25292.0,Temporary,14.0,689,27433.0,107244.0,24,0,1,Own,Free State,0.09,Approved
APP102075,2025-05-06,55,40083.0,Permanent,26.0,678,13069.0,26646.0,12,0,1,,Western Cape,0.027,Approved
APP102076,2025-05-07,28,31746.0,Permanent,1.0,576,22152.0,111520.0,72,2,1,Rent,Gauteng,0.058,Declined
APP102077,2025-05-07,34,8293.0,Permanent,27.0,624,15637.0,72040.0,60,0,1,Own,Western Cape,0.157,Declined
APP102078,2025-05-07,30,22990.0,Self-employed,10.0,660,4072.0,38435.0,72,0,1,Living with family,KwaZulu-Natal,0.015,Approved
APP102079,2025-05-07,22,28739.0,Contract,20.0,747,7053.0,33054.0,36,0,1,Own,Free State,0.02,Approved
APP102080,2025-05-07,29,29397.0,Permanent,31.0,582,57038.0,48054.0,48,0,0,Own,Western Cape,0.162,Approved
APP102081,2025-05-07,23,9758.0,Permanent,31.0,502,35242.0,26905.0,36,0,4,Rent,Mpumalanga,0.301,Declined
APP102082,2025-05-07,41,12541.0,Contract,6.0,645,72019.0,269664.0,12,0,0,Own,Eastern Cape,0.479,Declined
APP102083,2025-05-07,46,31105.0,Contract,21.0,520,26318.0,67624.0,60,0,2,Own,Western Cape,0.071,Declined
APP102084,2025-05-07,28,11839.0,Self-employed,13.0,701,27695.0,82156.0,24,0,0,Rent,Gauteng,0.195,Approved
APP102085,2025-05-07,22,15265.0,Permanent,12.0,754,22631.0,29196.0,24,0,3,Rent,Free State,0.124,Declined
APP102086,2025-05-07,26,42824.0,Temporary,20.0,717,22060.0,38699.0,72,0,1,Own,Eastern Cape,0.043,Approved
APP102087,2025-05-07,48,17533.0,Permanent,21.0,602,24533.0,118164.0,72,0,0,Living with family,Mpumalanga,0.117,Approved
APP102088,2025-05-07,49,12069.0,Temporary,33.0,762,179746.0,33153.0,12,0,3,Own,Western Cape,1.241,Pending
APP102089,2025-05-07,46,11108.0,Self-employed,9.0,582,41187.0,48010.0,12,0,0,Rent,Gauteng,0.309,Declined
APP102090,2025-05-07,45,21615.0,Contract,0.0,566,23868.0,84685.0,36,0,2,Rent,Northern Cape,0.092,Declined
APP102091,2025-05-07,32,8646.0,Contract,0.0,747,97034.0,52424.0,36,0,1,Rent,Western Cape,0.935,Declined
APP102092,2025-05-07,25,15711.0,Permanent,23.0,613,44087.0,45391.0,72,0,0,,Mpumalanga,0.234,Approved
APP102093,2025-05-08,54,21621.0,Permanent,2.0,652,106847.0,29912.0,72,0,0,Living with family,Northern Cape,0.412,Pending
APP102094,2025-05-08,57,36778.0,Permanent,30.0,716,66992.0,120262.0,36,0,0,Own,North West,0.152,Approved
APP102095,2025-05-08,35,25985.0,Permanent,12.0,558,50221.0,166186.0,72,1,3,Own,Eastern Cape,0.161,Declined
APP102096,2025-05-08,64,12154.0,Permanent,3.0,600,57181.0,261051.0,24,1,0,Own,North West,0.392,Declined
APP102097,2025-05-08,56,34415.0,Permanent,22.0,596,60918.0,58455.0,12,0,4,Rent,Western Cape,0.148,Declined
APP102098,2025-05-08,35,15266.0,Self-employed,5.0,623,16244.0,88517.0,48,2,0,Rent,Eastern Cape,0.089,Declined
APP102099,2025-05-08,63,9122.0,Permanent,33.0,587,49469.0,139072.0,24,0,3,Own,Limpopo,0.452,Declined
APP102100,2025-05-08,43,16375.0,Contract,17.0,668,56350.0,75179.0,48,0,4,Living with family,Limpopo,0.287,Declined
APP102101,2025-05-08,26,39701.0,Contract,35.0,667,62426.0,135269.0,36,0,2,Living with family,Western Cape,0.131,Approved
APP102102,2025-05-08,64,19713.0,Permanent,25.0,640,30449.0,96011.0,36,0,1,Own,Western Cape,0.129,Approved
APP102103,2025-05-08,63,18124.0,Permanent,32.0,657,118144.0,108987.0,12,0,1,Rent,Limpopo,0.543,Approved
APP102104,2025-05-08,65,44294.0,Permanent,32.0,591,53914.0,39932.0,60,0,1,Rent,Limpopo,0.101,Pending
APP102105,2025-05-08,41,8192.0,Contract,24.0,642,32335.0,21333.0,60,1,1,Own,Northern Cape,0.329,Approved
APP102106,2025-05-08,43,8875.0,Permanent,16.0,514,62142.0,110879.0,72,0,0,Rent,Free State,0.583,Declined
APP102107,2025-05-08,63,7401.0,Permanent,2.0,714,103490.0,67621.0,72,0,3,Living with family,Northern Cape,1.165,Declined
APP102108,2025-05-08,36,22094.0,Self-employed,21.0,598,25146.0,68533.0,36,0,0,Rent,Northern Cape,0.095,Declined
APP102109,2025-05-09,35,19726.0,Permanent,34.0,601,22642.0,21491.0,60,0,1,Living with family,Eastern Cape,0.096,Declined
APP102110,2025-05-09,45,42051.0,Contract,3.0,570,86520.0,167663.0,60,1,1,Rent,North West,0.171,Approved
APP102111,2025-05-09,56,20579.0,Permanent,27.0,651,97298.0,53666.0,72,1,1,Own,Northern Cape,0.394,Approved
APP102112,2025-05-09,31,14412.0,Contract,12.0,600,41259.0,16389.0,36,0,4,Living with family,Northern Cape,0.239,Declined
APP102113,2025-05-09,35,18018.0,Self-employed,29.0,687,38749.0,254255.0,12,0,1,Other,KwaZulu-Natal,0.179,Pending
APP102114,2025-05-09,24,19204.0,Contract,11.0,561,91646.0,63673.0,24,0,1,Rent,Gauteng,0.398,Declined
APP102115,2025-05-09,41,7177.0,Permanent,2.0,650,23783.0,99016.0,72,0,0,Own,Limpopo,0.276,Approved
APP102116,2025-05-09,33,79922.0,Permanent,20.0,672,6671.0,467533.0,60,0,4,Own,Limpopo,0.007,Approved
APP102117,2025-05-09,42,23958.0,Self-employed,0.0,700,49223.0,49324.0,48,2,0,Rent,Eastern Cape,0.171,Cancelled
APP102118,2025-05-09,39,20204.0,Permanent,17.0,690,49254.0,71832.0,60,0,3,Own,Northern Cape,0.203,Approved
APP102119,2025-05-09,54,25247.0,Permanent,12.0,572,94886.0,45321.0,24,0,2,Rent,Mpumalanga,0.313,Approved
APP102120,2025-05-09,34,26590.0,Contract,6.0,645,85516.0,154165.0,24,1,1,Rent,KwaZulu-Natal,0.268,Declined
APP102121,2025-05-09,24,16661.0,Permanent,12.0,632,170454.0,29537.0,24,1,1,Rent,Western Cape,0.853,Pending
APP102122,2025-05-09,47,12720.0,Permanent,16.0,561,55680.0,168928.0,24,0,1,Living with family,Mpumalanga,0.365,Pending
APP102123,2025-05-09,49,25030.0,Self-employed,31.0,638,264000.0,127398.0,48,0,1,Own,Western Cape,0.879,Approved
APP102124,2025-05-09,48,22254.0,Permanent,28.0,535,114847.0,39649.0,12,0,2,Living with family,Gauteng,0.43,Declined
APP102125,2025-05-10,55,11530.0,Permanent,29.0,658,49187.0,60548.0,24,0,5,Own,Eastern Cape,0.356,Declined
APP102126,2025-05-10,28,39285.0,Contract,10.0,730,105827.0,219987.0,24,1,0,Rent,Western Cape,0.224,Approved
APP102127,2025-05-10,36,21152.0,Self-employed,13.0,715,22037.0,18419.0,72,0,0,Rent,KwaZulu-Natal,0.087,Approved
APP102128,2025-05-10,62,26890.0,Permanent,9.0,669,36024.0,71964.0,48,0,1,Rent,Limpopo,0.112,Approved
APP102129,2025-05-10,56,38703.0,Contract,7.0,659,39914.0,53035.0,60,0,0,Own,Limpopo,0.086,Approved
APP102130,2025-05-10,50,18218.0,Contract,30.0,631,38681.0,49737.0,60,0,0,Own,Northern Cape,0.177,Approved
APP102131,2025-05-10,38,21428.0,Permanent,5.0,802,89085.0,14163.0,48,0,0,Own,Mpumalanga,0.346,Approved
APP102132,2025-05-10,22,28103.0,Permanent,18.0,624,108773.0,66577.0,60,0,1,Own,Eastern Cape,0.323,Approved
APP102133,2025-05-10,33,12082.0,Permanent,18.0,541,84235.0,19971.0,36,0,1,Own,Eastern Cape,0.581,Declined
APP102134,2025-05-10,24,18543.0,Contract,11.0,697,27267.0,82582.0,12,0,3,Rent,Eastern Cape,0.123,Approved
APP102135,2025-05-10,46,19287.0,Self-employed,17.0,675,77506.0,87161.0,72,1,0,Rent,Mpumalanga,0.335,Approved
APP102136,2025-05-10,45,10639.0,Permanent,2.0,557,118822.0,188505.0,60,0,1,Own,Free State,0.931,Pending
APP102137,2025-05-10,50,64397.0,Self-employed,8.0,610,,173589.0,48,0,4,Own,Northern Cape,0.104,Approved
APP102138,2025-05-10,31,8301.0,Contract,5.0,653,14558.0,67781.0,36,1,4,Rent,Northern Cape,0.146,Declined
APP102139,2025-05-10,27,8815.0,Permanent,0.0,598,20744.0,131071.0,12,0,3,Living with family,Limpopo,0.196,Pending
APP102140,2025-05-10,51,37084.0,Contract,28.0,709,70351.0,145752.0,24,0,1,Rent,Mpumalanga,0.158,Approved
APP102141,2025-05-10,64,26647.0,Permanent,34.0,582,114137.0,75839.0,60,0,1,Rent,Western Cape,0.357,Approved
APP102142,2025-05-11,30,10238.0,Self-employed,34.0,621,20574.0,53728.0,72,1,2,Own,Northern Cape,0.167,Declined
APP102143,2025-05-11,59,25138.0,Permanent,29.0,608,44819.0,191555.0,12,0,1,Living with family,North West,0.149,Declined
APP102144,2025-05-11,33,40354.0,Contract,34.0,674,46621.0,78513.0,12,1,2,Living with family,Free State,0.096,Declined
APP102145,2025-05-11,51,17703.0,Contract,21.0,687,20104.0,19968.0,72,0,3,Living with family,North West,0.095,Declined
APP102146,2025-05-11,27,75168.0,Permanent,27.0,674,56433.0,88364.0,24,0,3,Own,Eastern Cape,0.063,Approved
APP102147,2025-05-11,62,6974.0,Self-employed,17.0,501,61668.0,42891.0,12,0,0,Rent,Mpumalanga,0.737,Declined
APP102148,2025-05-11,62,26363.0,Permanent,31.0,652,51568.0,325800.0,72,0,1,Own,Mpumalanga,0.163,Declined
APP102149,2025-05-11,56,34191.0,Self-employed,4.0,676,99941.0,39367.0,60,1,3,Living with family,Free State,0.244,Cancelled
APP102150,2025-05-11,40,29389.0,Permanent,33.0,684,43589.0,53571.0,36,0,1,Own,Western Cape,0.124,Cancelled
APP102151,2025-05-11,24,16086.0,Permanent,30.0,627,79271.0,133354.0,60,2,2,Rent,Northern Cape,0.411,Declined
APP102152,2025-05-11,27,15343.0,Self-employed,32.0,642,63443.0,478844.0,48,0,0,Own,North West,0.345,Declined
APP102153,2025-05-11,21,22981.0,Contract,3.0,597,76397.0,63479.0,12,0,4,Living with family,Eastern Cape,0.277,Declined
APP102154,2025-05-11,64,28192.0,Contract,13.0,736,30959.0,37170.0,24,2,1,Own,Limpopo,0.092,Declined
APP102155,2025-05-11,65,25072.0,Temporary,14.0,539,69133.0,37732.0,72,0,3,Own,KwaZulu-Natal,0.23,Declined
APP102156,2025-05-11,62,31894.0,Permanent,19.0,674,114189.0,23442.0,48,0,3,Own,Eastern Cape,0.298,Approved
APP102157,2025-05-11,33,10278.0,Permanent,19.0,565,95296.0,78778.0,12,0,0,Living with family,KwaZulu-Natal,0.773,Declined
APP102158,2025-05-12,42,15881.0,Permanent,34.0,604,120393.0,88541.0,12,0,4,Living with family,Northern Cape,0.632,Declined
APP102159,2025-05-12,41,10733.0,Contract,3.0,637,52516.0,28382.0,36,0,1,Rent,North West,0.408,Approved
APP102160,2025-05-12,42,14556.0,Self-employed,17.0,491,162178.0,57338.0,24,0,2,Other,Eastern Cape,0.928,Declined
APP102161,2025-05-12,48,31461.0,Temporary,23.0,536,35853.0,55894.0,60,0,0,Living with family,Gauteng,0.095,Pending
APP102162,2025-05-12,29,19101.0,Permanent,26.0,520,36841.0,44335.0,12,1,1,Rent,Mpumalanga,0.161,Declined
APP102163,2025-05-12,46,75501.0,Contract,32.0,672,183201.0,104897.0,48,0,1,Own,Eastern Cape,0.202,Approved
APP102164,2025-05-12,29,20020.0,Self-employed,24.0,717,65395.0,48329.0,72,0,0,Own,Eastern Cape,0.272,Approved
APP102165,2025-05-12,35,18601.0,Contract,4.0,520,93438.0,183038.0,24,0,0,Own,KwaZulu-Natal,0.419,Declined
APP102166,2025-05-12,30,19083.0,Permanent,17.0,627,11429.0,23183.0,60,0,2,Own,Mpumalanga,0.05,Declined
APP102167,2025-05-12,44,12674.0,Permanent,19.0,661,60249.0,63698.0,72,0,2,Own,Western Cape,0.396,Declined
APP102168,2025-05-12,62,17436.0,Temporary,34.0,660,56271.0,19510.0,48,0,0,Own,KwaZulu-Natal,0.269,Declined
APP102169,2025-05-12,28,33470.0,Temporary,5.0,791,71567.0,101493.0,24,0,0,Rent,Mpumalanga,0.178,Approved
APP102170,2025-05-12,44,19164.0,Contract,26.0,652,70247.0,59482.0,36,0,0,Other,Gauteng,0.305,Approved
APP102171,2025-05-12,36,11634.0,Self-employed,27.0,570,34395.0,60442.0,48,0,1,Own,KwaZulu-Natal,0.246,Declined
APP102172,2025-05-12,46,10822.0,Permanent,10.0,696,319632.0,48483.0,24,1,1,Own,Western Cape,2.461,Declined
APP102173,2025-05-12,47,14052.0,Permanent,8.0,759,24011.0,141820.0,60,0,0,Rent,Eastern Cape,0.142,Cancelled
APP102174,2025-05-12,57,18746.0,Temporary,27.0,542,37286.0,139995.0,12,0,1,Rent,Limpopo,0.166,Approved
APP102175,2025-05-13,24,34704.0,Permanent,18.0,680,95418.0,89864.0,72,0,2,Own,Eastern Cape,0.229,Declined
APP102176,2025-05-13,44,8612.0,Permanent,20.0,642,20142.0,53086.0,24,1,2,Rent,KwaZulu-Natal,0.195,Declined
APP102177,2025-05-13,39,15097.0,Permanent,30.0,569,43335.0,79385.0,48,0,2,Own,Western Cape,0.239,Approved
APP102178,2025-05-13,56,19487.0,Permanent,6.0,592,84381.0,84047.0,60,1,1,Own,Eastern Cape,0.361,Approved
APP102179,2025-05-13,59,6566.0,Permanent,24.0,759,31305.0,60226.0,72,0,0,Own,Western Cape,0.397,Approved
APP102180,2025-05-13,30,11380.0,Permanent,27.0,698,26395.0,336599.0,12,0,0,Other,Limpopo,0.193,Declined
APP102181,2025-05-13,45,12384.0,Self-employed,35.0,672,64362.0,44237.0,60,0,1,Own,Free State,0.433,Approved
APP102182,2025-05-13,38,11618.0,Self-employed,16.0,528,51875.0,69461.0,12,0,0,Rent,Eastern Cape,0.372,Declined
APP102183,2025-05-13,39,20004.0,Permanent,25.0,691,27716.0,52380.0,36,0,4,Own,KwaZulu-Natal,0.115,Approved
APP102184,2025-05-13,56,16479.0,Permanent,27.0,724,51137.0,225757.0,36,0,0,Living with family,KwaZulu-Natal,0.259,Pending
APP102185,2025-05-13,30,13263.0,Contract,16.0,538,44909.0,45316.0,60,1,3,Own,Western Cape,0.282,Declined
APP102186,2025-05-13,53,22777.0,Contract,16.0,642,100344.0,128867.0,12,0,0,Rent,Mpumalanga,0.367,Declined
APP102187,2025-05-13,25,46435.0,Permanent,32.0,716,21077.0,39809.0,72,0,2,Own,Northern Cape,0.038,Approved
APP102188,2025-05-13,55,44343.0,Permanent,33.0,705,23370.0,75555.0,12,0,2,Rent,Gauteng,0.044,Approved
APP102189,2025-05-13,64,6252.0,Permanent,22.0,688,37431.0,268346.0,24,0,1,Own,Northern Cape,0.499,Declined
APP102190,2025-05-13,54,24724.0,Permanent,29.0,643,36688.0,26808.0,24,0,2,Rent,North West,0.124,Declined
APP102191,2025-05-14,53,16321.0,Permanent,26.0,721,97208.0,38311.0,36,1,0,Rent,Gauteng,0.496,Approved
APP102192,2025-05-14,41,19603.0,Contract,8.0,652,51345.0,338764.0,36,0,2,Rent,Gauteng,0.218,Declined
APP102193,2025-05-14,37,14459.0,Contract,19.0,681,76755.0,143870.0,12,0,2,Living with family,Limpopo,0.442,Approved
APP102194,2025-05-14,42,19203.0,Contract,22.0,666,142887.0,20271.0,12,0,2,Own,Mpumalanga,0.62,Approved
APP102195,2025-05-14,57,19563.0,Permanent,18.0,560,23735.0,48923.0,48,1,1,Living with family,Northern Cape,0.101,Cancelled
APP102196,2025-05-14,35,13091.0,Contract,3.0,571,144056.0,55352.0,24,1,3,Rent,Limpopo,0.917,Declined
APP102197,2025-05-14,55,10994.0,Permanent,12.0,531,46237.0,111994.0,12,0,0,Rent,Free State,0.35,Declined
APP102198,2025-05-14,48,14064.0,Permanent,11.0,611,7166.0,107398.0,12,0,0,Rent,Western Cape,0.042,Declined
APP102199,2025-05-14,27,20475.0,Contract,8.0,701,54583.0,83977.0,36,1,1,Rent,Mpumalanga,0.222,Declined
APP102200,2025-05-14,52,25024.0,Contract,14.0,665,14929.0,30169.0,60,0,4,Rent,Gauteng,0.05,Approved
APP102201,2025-05-14,31,28781.0,Permanent,20.0,638,15709.0,175979.0,36,0,0,Other,Eastern Cape,0.045,Approved
APP102202,2025-05-14,30,13716.0,Contract,14.0,742,20377.0,116585.0,12,0,2,Rent,Free State,0.124,Declined
APP102203,2025-05-14,29,21041.0,Self-employed,4.0,617,42589.0,52236.0,24,1,0,Rent,Limpopo,0.169,Approved
APP102204,2025-05-14,34,30562.0,Permanent,4.0,682,16604.0,372405.0,60,0,0,Own,Gauteng,0.045,Declined
APP102205,2025-05-14,33,34173.0,Contract,24.0,614,124339.0,58480.0,48,0,1,Own,Northern Cape,0.303,Approved
APP102206,2025-05-14,45,17427.0,Temporary,23.0,528,110413.0,120451.0,72,0,2,Rent,Northern Cape,0.528,Declined
APP102207,2025-05-14,22,15940.0,Contract,30.0,584,361317.0,328572.0,72,0,2,Rent,Eastern Cape,1.889,Declined
APP102208,2025-05-15,55,19995.0,Permanent,33.0,582,42309.0,70326.0,36,0,5,,Gauteng,0.176,Approved
APP102209,2025-05-15,27,9564.0,Permanent,13.0,533,30705.0,48002.0,48,0,1,Rent,North West,0.268,Declined
APP102210,2025-05-15,41,16182.0,Permanent,26.0,629,53639.0,115035.0,24,0,0,Living with family,North West,0.276,Declined
APP102211,2025-05-15,38,27110.0,Permanent,3.0,584,90150.0,75568.0,60,0,2,Rent,Mpumalanga,0.277,Approved
APP102212,2025-05-15,23,25622.0,Contract,22.0,752,126902.0,165961.0,72,0,1,Living with family,KwaZulu-Natal,0.413,Declined
APP102213,2025-05-15,62,15514.0,Permanent,4.0,622,27794.0,118782.0,24,0,2,Living with family,Western Cape,0.149,Pending
APP102214,2025-05-15,59,20290.0,Temporary,26.0,577,100938.0,135023.0,72,1,4,Own,Mpumalanga,0.415,Approved
APP102215,2025-05-15,61,11437.0,Permanent,13.0,558,100473.0,40190.0,60,1,1,Rent,Mpumalanga,0.732,Declined
APP102216,2025-05-15,31,26504.0,Contract,6.0,556,480983.0,130560.0,48,0,2,Rent,Free State,1.512,Declined
APP102217,2025-05-15,59,17246.0,Permanent,17.0,706,139793.0,32373.0,48,0,2,Own,Northern Cape,0.675,Declined
APP102218,2025-05-15,44,15465.0,Permanent,31.0,712,202212.0,106900.0,24,1,1,Own,Mpumalanga,1.09,Approved
APP102219,2025-05-15,39,14753.0,Self-employed,,490,221542.0,107495.0,60,0,3,Living with family,North West,1.251,Declined
APP102220,2025-05-15,24,17388.0,Permanent,19.0,802,26588.0,15930.0,72,0,1,Own,Limpopo,0.127,Approved
APP102221,2025-05-15,46,14070.0,Permanent,,646,24502.0,149670.0,48,0,2,Own,Gauteng,0.145,Approved
APP102222,2025-05-15,58,25851.0,Permanent,25.0,717,100237.0,65392.0,60,1,3,Rent,Northern Cape,0.323,Approved
APP102223,2025-05-15,62,14483.0,Permanent,0.0,580,33880.0,48013.0,48,1,0,Other,Mpumalanga,0.195,Pending
APP102224,2025-05-16,52,43229.0,Contract,4.0,566,84373.0,66208.0,12,0,0,Living with family,North West,0.163,Approved
APP102225,2025-05-16,59,40295.0,Temporary,13.0,621,42573.0,28187.0,48,0,1,Rent,Western Cape,0.088,Approved
APP102226,2025-05-16,65,11023.0,Permanent,24.0,668,62707.0,206203.0,12,0,1,Living with family,Mpumalanga,0.474,Approved
APP102227,2025-05-16,56,18703.0,Permanent,8.0,656,58907.0,116599.0,24,0,0,Rent,KwaZulu-Natal,0.262,Approved
